Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
489.75,TraderOne,Tick,1215,1217,-2,2,150600,151000,27515,207285,207885,OK
490.016,TraderOne,Tick,1216,1217,-1,1,150800,151000,27545,207655,207855,OK
490.266,TraderOne,Tick,1217,1217,0,0,150800,151000,27575,207825,207825,OK
490.563,TraderOne,Tick,1220,1217,3,-3,150800,151000,27665,208335,207735,OK
490.75,TraderOne,Tick,1232,1217,15,-15,150800,151000,28027,209173,206173,OK
490.985,TraderOne,Tick,1232,1217,15,-15,150800,151000,28027,209173,206173,OK
491.25,TraderOne,Tick,1242,1217,25,-25,150800,150800,28329,208871,208871,OK
491.5,TraderOne,Tick,1242,1217,25,-25,150800,150800,28329,208871,208871,OK
491.782,TraderOne,Tick,1242,1217,25,-25,150800,150800,28329,208871,208871,OK
492.016,TraderOne,Tick,1242,1217,25,-25,150800,150800,28329,208871,208871,OK
492.235,TraderOne,Tick,1242,1217,25,-25,150800,150500,28329,208871,216371,OK
492.454,TraderOne,Tick,1242,1217,25,-25,150800,150500,28329,208871,216371,OK
492.735,TraderOne,Tick,1242,1224,18,-18,150800,150500,28224,208976,214376,OK
493.047,TraderOne,Tick,1242,1224,18,-18,150800,150500,28224,208976,214376,OK
493.219,TraderOne,Tick,1242,1224,18,-18,150800,150500,28224,208976,214376,OK
493.454,TraderOne,Tick,1242,1224,18,-18,150800,150500,28224,208976,214376,OK
493.75,TraderOne,Tick,1242,1224,18,-18,150800,150200,28224,208976,214376,OK
493.954,TraderOne,Tick,1242,1231,11,-11,150300,150200,28434,208766,209866,OK
494.25,TraderOne,Tick,1246,1231,15,-15,149900,150200,28374,209226,204726,OK
494.547,TraderOne,Tick,1246,1231,15,-15,149900,150200,28374,209226,204726,OK
494.797,TraderOne,Tick,1246,1231,15,-15,149900,150200,28374,209226,204726,OK
494.969,TraderOne,Tick,1246,1231,15,-15,149900,150200,28374,209226,204726,OK
495.219,TraderOne,Tick,1246,1231,15,-15,149900,150000,28374,209226,207726,OK
495.485,TraderOne,Tick,1246,1231,15,-15,149900,150000,28374,209226,207726,OK
495.735,TraderOne,Tick,1246,1231,15,-15,149900,149800,28374,209226,210726,OK
496.016,TraderOne,Tick,1246,1234,12,-12,149900,149800,28464,209136,210336,OK
496.235,TraderOne,Tick,1246,1234,12,-12,149900,149800,28464,209136,210336,OK
496.532,TraderOne,Tick,1250,1234,16,-16,149700,149900,28404,209596,206396,OK
496.766,TraderOne,Tick,1250,1234,16,-16,149700,149900,28404,209596,206396,OK
496.969,TraderOne,Tick,1259,1234,25,-16,149500,149900,28269,-1138469,203131,OK
497.297,TraderOne,Tick,1259,1234,25,-25,149500,149900,28269,209731,202231,OK
497.532,TraderOne,Tick,1259,1234,25,-25,149500,149900,28269,209731,202231,OK
497.782,TraderOne,Tick,1259,1234,25,-25,149500,149900,28269,209731,202231,OK
497.954,TraderOne,Tick,1259,1234,25,-25,149500,149900,28269,209731,202231,OK
498.219,TraderOne,Tick,1259,1234,25,-25,149500,149900,28269,209731,202231,OK
498.485,TraderOne,Tick,1259,1234,25,-25,149500,149900,28269,209731,202231,OK
498.75,TraderOne,Tick,1259,1234,25,-25,149500,149900,28269,209731,202231,OK
499.016,TraderOne,Tick,1259,1234,25,-25,149500,149900,28269,209731,202231,OK
499.235,TraderOne,Tick,1259,1234,25,-25,149500,149900,28269,209731,202231,OK
499.532,TraderOne,Tick,1269,1234,35,-35,149400,149900,28119,210881,200381,OK
499.75,TraderOne,Tick,1269,1234,35,-35,149400,149900,28119,210881,200381,OK
500.032,TraderOne,Tick,1269,1234,35,-35,149400,149900,28119,210881,200381,OK
500.235,TraderOne,Tick,1269,1234,35,-35,149400,149900,28119,210881,200381,OK
500.547,TraderOne,Tick,1269,1234,35,-35,149400,149900,28119,210881,200381,OK
500.735,TraderOne,Tick,1269,1234,35,-35,149400,149900,28119,210881,200381,OK
501.032,TraderOne,Tick,1269,1240,29,-29,150400,149900,28029,210971,219671,OK
501.25,TraderOne,Tick,1269,1240,29,-29,150400,149900,28029,210971,219671,OK
501.5,TraderOne,Tick,1269,1240,29,-29,150400,149900,28029,210971,219671,OK
501.704,TraderOne,Tick,1269,1240,29,-29,150400,149900,28029,210971,219671,OK
502.016,TraderOne,Tick,1269,1240,29,-29,150400,149900,28029,210971,219671,OK
502.297,TraderOne,Tick,1269,1240,29,-29,150400,149900,28029,210971,219671,OK
502.547,TraderOne,Tick,1269,1245,24,-24,149900,149900,27954,210046,210046,OK
502.797,TraderOne,Tick,1270,1245,25,-25,149600,150200,27984,210216,202716,OK
503.0,TraderOne,Tick,1280,1245,35,-35,149600,150200,28284,211916,201416,OK
503.25,TraderOne,Tick,1290,1253,37,-37,150600,150200,28464,212936,224036,OK
503.485,TraderOne,Tick,1290,1253,37,-37,150600,150200,28464,212936,224036,OK
503.782,TraderOne,Tick,1298,1253,45,-45,150000,150200,28344,214656,205656,OK
504.0,TraderOne,Tick,1298,1253,45,-45,150000,150200,28344,214656,205656,OK
504.266,TraderOne,Tick,1298,1253,45,-45,150000,150200,28344,214656,205656,OK
504.5,TraderOne,Tick,1298,1253,45,-45,150000,150200,28344,214656,205656,OK
504.704,TraderOne,Tick,1298,1253,45,-45,150000,150200,28344,214656,205656,OK
505.0,TraderOne,Tick,1308,1258,50,-50,149400,150200,28119,215381,200381,OK
505.297,TraderOne,Tick,1308,1258,50,-50,149400,150200,28119,215381,200381,OK
505.485,TraderOne,Tick,1308,1258,50,-50,149400,150200,28119,215381,200381,OK
505.75,TraderOne,Tick,1308,1258,50,-50,149400,150200,28119,215381,200381,OK
506.032,TraderOne,Tick,1308,1258,50,-50,149400,150200,28119,215381,200381,OK
506.313,TraderOne,Tick,1308,1263,45,-45,150200,150200,28044,210456,210456,OK
506.516,TraderOne,Tick,1318,1263,55,-55,150600,150200,28345,213155,229655,OK
506.719,TraderOne,Tick,1324,1263,61,-61,150600,150200,28526,214174,232474,OK
507.016,TraderOne,Tick,1324,1263,61,-61,150600,150200,28526,214174,232474,OK
507.219,TraderOne,Tick,1328,1263,65,-61,150400,150200,28466,-388566,225234,OK
507.5,TraderOne,Tick,1338,1263,75,-75,150400,150200,28315,214385,229385,OK
507.797,TraderOne,Tick,1348,1263,85,-85,150400,150200,28616,217084,234084,OK
508.0,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
508.313,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
508.454,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
508.75,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
508.985,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
509.235,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
509.469,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
509.782,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
509.969,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
510.25,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
510.5,TraderOne,Tick,1348,1263,85,-85,150400,151000,28616,217084,191584,OK
510.704,TraderOne,Tick,1348,1264,84,-84,150600,151000,28601,216999,191799,OK
511.0,TraderOne,Tick,1348,1266,82,-82,150600,151000,28661,216539,191939,OK
511.313,TraderOne,Tick,1348,1266,82,-82,150600,151000,28661,216539,191939,OK
511.532,TraderOne,Tick,1348,1266,82,-82,150600,151000,28661,216539,191939,OK
511.735,TraderOne,Tick,1348,1266,82,-82,150800,151000,28661,216539,200139,OK
511.954,TraderOne,Tick,1348,1266,82,-82,150600,151000,28661,216539,191939,OK
512.25,TraderOne,Tick,1348,1266,82,-82,150600,151000,28661,216539,191939,OK
512.516,TraderOne,Tick,1348,1266,82,-82,150600,151000,28661,216539,191939,OK
512.782,TraderOne,Tick,1351,1266,85,-85,150400,151000,28751,216449,190949,OK
513.047,TraderOne,Tick,1351,1267,84,-84,150900,151000,28736,216364,207964,OK
513.25,TraderOne,Tick,1351,1267,84,-84,150900,151000,28736,216364,207964,OK
513.469,TraderOne,Tick,1351,1267,84,-84,150900,150900,28736,216364,216364,OK
513.735,TraderOne,Tick,1351,1267,84,-84,150900,150900,28736,216364,216364,OK
514.032,TraderOne,Tick,1352,1267,85,-85,150500,151400,28721,216579,191079,OK
514.266,TraderOne,Tick,1352,1267,85,-85,150500,151400,28721,216579,191079,OK
514.485,TraderOne,Tick,1352,1267,85,-85,150500,151300,28721,216579,191079,OK
514.797,TraderOne,Tick,1352,1267,85,-85,151000,151300,28721,216579,191079,OK
515.032,TraderOne,Tick,1352,1267,85,-85,151000,151300,28721,216579,191079,OK
515.204,TraderOne,Tick,1352,1267,85,-85,151000,151300,28721,216579,191079,OK
515.469,TraderOne,Tick,1352,1267,85,-85,151000,151300,28721,216579,191079,OK
515.735,TraderOne,Tick,1352,1267,85,-85,151000,151200,28721,216579,199579,OK
515.954,TraderOne,Tick,1352,1267,85,-85,151000,151200,28721,216579,199579,OK
516.25,TraderOne,Tick,1352,1267,85,-85,151000,151000,28721,216579,216579,OK
516.5,TraderOne,Tick,1352,1267,85,-85,151000,151000,28721,216579,216579,OK
516.766,TraderOne,Tick,1352,1267,85,-85,151000,151000,28721,216579,216579,OK
517.047,TraderOne,Tick,1352,1267,85,-85,151000,151000,28721,216579,216579,OK
517.219,TraderOne,Tick,1352,1267,85,-85,151000,151000,28721,216579,216579,OK
517.532,TraderOne,Tick,1352,1267,85,-85,151000,151000,28721,216579,216579,OK
517.75,TraderOne,Tick,1352,1267,85,-85,151000,151000,28721,216579,216579,OK
518.032,TraderOne,Tick,1352,1267,85,-85,151000,151400,28721,216579,191079,OK
518.266,TraderOne,Tick,1352,1267,85,-85,151000,151500,28721,216579,191079,OK
518.516,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
518.75,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
519.0,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
519.282,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
519.469,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
519.719,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
519.969,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
520.235,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
520.469,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
520.735,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
520.954,TraderOne,Tick,1352,1267,85,-85,151100,151600,28721,216579,191079,OK
521.25,TraderOne,Tick,1352,1267,85,-85,151200,151600,28721,216579,191079,OK
521.469,TraderOne,Tick,1352,1267,85,-85,151200,151600,28721,216579,191079,OK
521.719,TraderOne,Tick,1352,1267,85,-85,151100,151700,28721,216579,191079,OK
521.969,TraderOne,Tick,1352,1267,85,-85,151100,151700,28721,216579,191079,OK
522.297,TraderOne,Tick,1352,1267,85,-85,151100,151700,28721,216579,191079,OK
522.485,TraderOne,Tick,1352,1267,85,-85,151100,151700,28721,216579,191079,OK
522.735,TraderOne,Tick,1352,1267,85,-85,151100,151500,28721,216579,191079,OK
523.016,TraderOne,Tick,1352,1267,85,-85,151000,151500,28721,216579,191079,OK
523.282,TraderOne,Tick,1352,1267,85,-85,151000,151500,28721,216579,191079,OK
523.532,TraderOne,Tick,1352,1267,85,-85,151200,151500,28721,216579,191079,OK
523.719,TraderOne,Tick,1352,1267,85,-85,151200,151500,28721,216579,191079,OK
523.954,TraderOne,Tick,1352,1267,85,-85,151300,151500,28721,216579,199579,OK
524.266,TraderOne,Tick,1352,1267,85,-85,151300,151500,28721,216579,199579,OK
524.547,TraderOne,Tick,1352,1267,85,-85,151200,151500,28721,216579,191079,OK
524.704,TraderOne,Tick,1352,1267,85,-85,151300,151900,28721,216579,191079,OK
525.0,TraderOne,Tick,1352,1267,85,-85,151300,151900,28721,216579,191079,OK
525.25,TraderOne,Tick,1352,1267,85,-85,151300,151900,28721,216579,191079,OK
525.469,TraderOne,Tick,1352,1267,85,-85,151300,151900,28721,216579,191079,OK
525.735,TraderOne,Tick,1352,1267,85,-85,151300,151900,28721,216579,191079,OK
525.969,TraderOne,Tick,1352,1267,85,-85,151300,151900,28721,216579,191079,OK
526.282,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
526.516,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
526.75,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
527.047,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
527.297,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
527.5,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
527.782,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
528.016,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
528.282,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
528.485,TraderOne,Tick,1352,1267,85,-85,151300,151700,28721,216579,191079,OK
528.766,TraderOne,Tick,1352,1267,85,-85,151300,151400,28721,216579,208079,OK
529.0,TraderOne,Tick,1352,1267,85,-85,151300,151400,28721,216579,208079,OK
529.235,TraderOne,Tick,1352,1267,85,-85,151300,151400,28721,216579,208079,OK
529.485,TraderOne,Tick,1352,1267,85,-85,151300,151200,28721,216579,225079,OK
529.766,TraderOne,Tick,1352,1267,85,-85,151300,151200,28721,216579,225079,OK
530.032,TraderOne,Tick,1352,1267,85,-85,151300,151200,28721,216579,225079,OK
530.266,TraderOne,Tick,1352,1267,85,-85,151300,151200,28721,216579,225079,OK
530.485,TraderOne,Tick,1352,1267,85,-85,151300,151200,28721,216579,225079,OK
530.704,TraderOne,Tick,1352,1267,85,-85,151300,151400,28721,216579,208079,OK
530.985,TraderOne,Tick,1352,1267,85,-85,151000,150900,28721,216579,225079,OK
531.204,TraderOne,Tick,1352,1268,84,-84,151000,150900,28751,216549,224949,OK
531.516,TraderOne,Tick,1352,1270,82,-82,151000,150900,28811,216489,224689,OK
531.704,TraderOne,Tick,1352,1272,80,-80,151000,150900,28871,216429,224429,OK
531.969,TraderOne,Tick,1352,1274,78,-78,151000,151000,28931,216369,216369,OK
532.297,TraderOne,Tick,1352,1276,76,-76,151000,151000,28991,216309,216309,OK
532.454,TraderOne,Tick,1352,1278,74,-74,151000,151000,29051,216249,216249,OK
532.719,TraderOne,Tick,1352,1281,71,-71,151000,151000,29142,216158,216158,OK
533.0,TraderOne,Tick,1352,1284,68,-68,150900,150900,29233,216067,216067,OK
533.297,TraderOne,Tick,1352,1285,67,-67,150900,150900,29263,215937,215937,OK
533.469,TraderOne,Tick,1352,1285,67,-67,150900,150900,29263,215937,215937,OK
533.75,TraderOne,Tick,1352,1285,67,-67,150800,150900,29263,215937,209237,OK
534.047,TraderOne,Tick,1352,1288,64,-64,150900,150900,29218,215982,215982,OK
534.204,TraderOne,Tick,1352,1292,60,-60,151400,150900,29339,217461,235461,OK
534.485,TraderOne,Tick,1352,1293,59,-59,151300,150700,29369,217831,235531,OK
534.719,TraderOne,Tick,1352,1297,55,-55,150800,150700,29490,218110,223610,OK
535.047,TraderOne,Tick,1352,1301,51,-51,151400,150700,29611,217989,233289,OK
535.204,TraderOne,Tick,1352,1306,46,-46,150800,150700,29762,217838,222438,OK
535.547,TraderOne,Tick,1352,1311,41,-41,150800,150700,29913,217687,221787,OK
535.782,TraderOne,Tick,1352,1317,35,-35,150800,150900,30094,217506,214006,OK
536.032,TraderOne,Tick,1352,1323,29,-29,150800,150800,30275,216725,216725,OK
536.235,TraderOne,Tick,1352,1323,29,-29,150800,150800,30275,216725,216725,OK
536.5,TraderOne,Tick,1352,1323,29,-29,150800,150800,30275,216725,216725,OK
536.813,TraderOne,Tick,1352,1323,29,-29,150600,150800,30275,216725,210925,OK
537.0,TraderOne,Tick,1358,1323,35,-35,150500,150800,30185,217415,206915,OK
537.204,TraderOne,Tick,1358,1330,28,-35,150800,150800,30079,1273121,217521,OK
537.469,TraderOne,Tick,1358,1337,21,-21,150800,150800,30290,215910,215910,OK
537.704,TraderOne,Tick,1358,1345,13,-13,150800,151100,30531,214869,210969,OK
538.016,TraderOne,Tick,1358,1345,13,-13,150800,151100,30531,214869,210969,OK
538.25,TraderOne,Tick,1358,1345,13,-13,150800,151100,30531,214869,210969,OK
538.5,TraderOne,Tick,1358,1345,13,-13,150800,151100,30531,214869,210969,OK
538.704,TraderOne,Tick,1358,1345,13,-13,150800,151000,30531,214869,212269,OK
538.985,TraderOne,Tick,1358,1354,4,-4,151600,150900,30395,214105,215305,OK
539.266,TraderOne,Tick,1358,1354,4,-4,151600,150900,30395,214105,215305,OK
539.547,TraderOne,Tick,1358,1354,4,-4,151600,150900,30395,214105,215305,OK
539.75,TraderOne,Tick,1358,1354,4,-4,151600,150900,30395,214105,215305,OK
539.954,TraderOne,Tick,1358,1354,4,-4,151600,150900,30395,214105,215305,OK
540.204,TraderOne,Tick,1358,1354,4,-4,151600,150900,30395,214105,215305,OK
540.469,TraderOne,Tick,1358,1354,4,-4,151600,150900,30395,214105,215305,OK
540.782,TraderOne,Tick,1358,1354,4,-4,151600,150900,30395,214105,215305,OK
540.969,TraderOne,Tick,1358,1354,4,-4,151600,151000,30395,214105,215305,OK
541.219,TraderOne,Tick,1358,1354,4,-4,151600,151100,30395,214105,215305,OK
541.594,TraderOne,Tick,1358,1363,-5,5,151600,151600,30259,210641,210641,OK
541.797,TraderOne,Tick,1358,1363,-5,5,151600,151800,30259,210641,211641,OK
542.016,TraderOne,Tick,1358,1363,-5,5,151600,151800,30259,210641,211641,OK
542.313,TraderOne,Tick,1359,1363,-4,4,151600,151800,30289,210811,211611,OK
542.516,TraderOne,Tick,1359,1363,-4,4,151600,151900,30289,210811,212011,OK
542.766,TraderOne,Tick,1360,1363,-3,3,151600,152000,30319,211081,211981,OK
542.954,TraderOne,Tick,1361,1363,-2,2,151600,152000,30349,211351,211951,OK
543.297,TraderOne,Tick,1362,1363,-1,1,151400,152000,30379,211621,211921,OK
543.516,TraderOne,Tick,1363,1363,0,0,151600,152000,30409,211891,211891,OK
543.704,TraderOne,Tick,1366,1363,3,-3,151600,152000,30500,213300,212400,OK
543.954,TraderOne,Tick,1378,1363,15,-15,151800,152500,30864,220136,215636,OK
544.235,TraderOne,Tick,1388,1363,25,-25,151800,152500,31168,223832,216332,OK
544.547,TraderOne,Tick,1398,1363,35,-35,152000,152500,31472,226528,216028,OK
544.719,TraderOne,Tick,1408,1363,45,-45,152000,152500,31776,231224,217724,OK
544.954,TraderOne,Tick,1418,1363,55,-55,152200,152600,32081,234119,217619,OK
545.204,TraderOne,Tick,1428,1363,65,-65,152200,152600,32385,236815,217315,OK
545.532,TraderOne,Tick,1438,1363,75,-75,152200,152400,32689,240511,225511,OK
545.75,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
545.969,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
546.219,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
546.516,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
546.735,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
546.969,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
547.219,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
547.563,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
547.735,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
548.047,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
548.235,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
548.532,TraderOne,Tick,1448,1363,85,-85,152200,152400,32993,243207,226207,OK
548.735,TraderOne,Tick,1448,1363,85,-85,152300,152400,32993,243207,234707,OK
548.969,TraderOne,Tick,1448,1363,85,-85,152300,152400,32993,243207,234707,OK
549.204,TraderOne,Tick,1448,1363,85,-85,152300,152400,32993,243207,234707,OK
549.532,TraderOne,Tick,1448,1363,85,-85,152300,152500,32993,243207,226207,OK
549.766,TraderOne,Tick,1448,1363,85,-85,152300,152700,32993,243207,217707,OK
549.985,TraderOne,Tick,1448,1363,85,-85,152300,152700,32993,243207,217707,OK
550.282,TraderOne,Tick,1448,1363,85,-85,152300,152700,32993,243207,217707,OK
550.5,TraderOne,Tick,1448,1363,85,-85,152300,152700,32993,243207,217707,OK
550.782,TraderOne,Tick,1448,1363,85,-85,152300,152700,32993,243207,217707,OK
551.063,TraderOne,Tick,1448,1363,85,-85,152300,152700,32993,243207,217707,OK
551.204,TraderOne,Tick,1448,1363,85,-85,152400,153000,32993,243207,217707,OK
551.5,TraderOne,Tick,1448,1363,85,-85,152400,153000,32993,243207,217707,OK
551.797,TraderOne,Tick,1448,1363,85,-85,152400,153000,32993,243207,217707,OK
551.954,TraderOne,Tick,1448,1363,85,-85,152400,153000,32993,243207,217707,OK
552.297,TraderOne,Tick,1448,1363,85,-85,152500,153000,32993,243207,217707,OK
552.547,TraderOne,Tick,1448,1363,85,-85,152500,153000,32993,243207,217707,OK
552.829,TraderOne,Tick,1448,1363,85,-85,153000,153600,32993,243207,217707,OK
552.954,TraderOne,Tick,1448,1363,85,-85,153000,153600,32993,243207,217707,OK
553.266,TraderOne,Tick,1448,1363,85,-85,153000,153600,32993,243207,217707,OK
553.5,TraderOne,Tick,1448,1363,85,-85,153000,153600,32993,243207,217707,OK
553.735,TraderOne,Tick,1448,1363,85,-85,153000,153600,32993,243207,217707,OK
553.985,TraderOne,Tick,1448,1363,85,-85,153300,153600,32993,243207,217707,OK
554.235,TraderOne,Tick,1448,1363,85,-85,153300,153600,32993,243207,217707,OK
554.532,TraderOne,Tick,1448,1363,85,-85,153300,153600,32993,243207,217707,OK
554.719,TraderOne,Tick,1448,1363,85,-85,153300,153600,32993,243207,217707,OK
555.063,TraderOne,Tick,1448,1363,85,-85,153300,153600,32993,243207,217707,OK
555.297,TraderOne,Tick,1448,1363,85,-85,153300,153600,32993,243207,217707,OK
555.547,TraderOne,Tick,1448,1363,85,-85,153300,153200,32993,243207,251707,OK
555.704,TraderOne,Tick,1448,1363,85,-85,153300,153200,32993,243207,251707,OK
556.047,TraderOne,Tick,1448,1363,85,-85,153300,153200,32993,243207,251707,OK
556.219,TraderOne,Tick,1448,1363,85,-85,153300,153200,32993,243207,251707,OK
556.469,TraderOne,Tick,1448,1363,85,-85,153300,153300,32993,243207,243207,OK
556.813,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
556.954,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
557.297,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
557.454,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
557.735,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
558.047,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
558.297,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
558.547,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
558.797,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
559.0,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
559.219,TraderOne,Tick,1448,1363,85,-85,152900,153600,32993,243207,217707,OK
559.532,TraderOne,Tick,1448,1363,85,-85,153000,153600,32993,243207,217707,OK
559.782,TraderOne,Tick,1448,1363,85,-85,153300,153600,32993,243207,217707,OK
559.954,TraderOne,Tick,1448,1363,85,-85,153300,153600,32993,243207,217707,OK
560.25,TraderOne,Tick,1448,1363,85,-85,153200,153600,32993,243207,217707,OK
560.485,TraderOne,Tick,1448,1363,85,-85,153400,153600,32993,243207,226207,OK
560.735,TraderOne,Tick,1448,1363,85,-85,153400,153600,32993,243207,226207,OK
561.0,TraderOne,Tick,1448,1363,85,-85,153100,153600,32993,243207,217707,OK
561.329,TraderOne,Tick,1448,1363,85,-85,153500,154200,32993,243207,217707,OK
561.532,TraderOne,Tick,1448,1363,85,-85,153800,154400,32993,243207,217707,OK
561.813,TraderOne,Tick,1448,1363,85,-85,153900,154400,32993,243207,217707,OK
562.047,TraderOne,Tick,1448,1363,85,-85,153900,154400,32993,243207,217707,OK
562.25,TraderOne,Tick,1448,1363,85,-85,154000,154600,32993,243207,217707,OK
562.5,TraderOne,Tick,1448,1363,85,-85,154000,154800,32993,243207,217707,OK
562.782,TraderOne,Tick,1448,1363,85,-85,154000,154900,32993,243207,217707,OK
563.032,TraderOne,Tick,1448,1363,85,-85,154100,154800,32993,243207,217707,OK
563.297,TraderOne,Tick,1448,1363,85,-85,154100,154600,32993,243207,217707,OK
563.547,TraderOne,Tick,1448,1363,85,-85,153900,154600,32993,243207,217707,OK
563.766,TraderOne,Tick,1448,1363,85,-85,154200,154700,32993,243207,217707,OK
564.0,TraderOne,Tick,1448,1363,85,-85,154200,154700,32993,243207,217707,OK
564.282,TraderOne,Tick,1448,1363,85,-85,154200,154900,32993,243207,217707,OK
564.563,TraderOne,Tick,1448,1363,85,-85,154200,154900,32993,243207,217707,OK
564.766,TraderOne,Tick,1448,1363,85,-85,154100,154900,32993,243207,217707,OK
565.063,TraderOne,Tick,1448,1363,85,-85,154100,154900,32993,243207,217707,OK
565.266,TraderOne,Tick,1448,1363,85,-85,154100,154900,32993,243207,217707,OK
565.438,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
565.75,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
566.0,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
566.297,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
566.547,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
566.797,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
566.985,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
567.25,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
567.5,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
567.782,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
567.969,TraderOne,Tick,1448,1363,85,-85,154100,154700,32993,243207,217707,OK
568.219,TraderOne,Tick,1448,1363,85,-85,154100,154400,32993,243207,217707,OK
568.516,TraderOne,Tick,1448,1363,85,-85,154100,154400,32993,243207,217707,OK
568.782,TraderOne,Tick,1448,1363,85,-85,154400,154400,32993,243207,243207,OK
569.0,TraderOne,Tick,1448,1363,85,-85,154400,154400,32993,243207,243207,OK
569.25,TraderOne,Tick,1448,1363,85,-85,154000,154700,32993,243207,217707,OK
569.485,TraderOne,Tick,1448,1363,85,-85,154000,154700,32993,243207,217707,OK
569.782,TraderOne,Tick,1448,1363,85,-85,154400,154700,32993,243207,217707,OK
569.954,TraderOne,Tick,1448,1363,85,-85,154400,154700,32993,243207,217707,OK
570.235,TraderOne,Tick,1448,1363,85,-85,154400,154700,32993,243207,217707,OK
